Chr10_Group_1	chr10:318076
Chr19_Group_218	chr19:19789528
Chr19_Group_220	chr19:22267849
Chr19_Group_221	chr19:22359440
Chr19_Group_222	chr19:22507705
Chr19_Group_223	chr19:23205184
Chr19_Group_224	chr19:24050828
Chr19_Group_225	chr19:24149545
Chr19_Group_226	chr19:28257393
Chr19_Group_227	chr19:30287291
Chr19_Group_228	chr19:30918316
Chr19_Group_229	chr19:30989061
Chr19_Group_230	chr19:30982165
Chr19_Group_17283303	chr19:17283303
Chr19_Group_232	chr19:31654615
Chr19_Group_233	chr19:32104979
Chr19_Group_234	chr19:32829513
Chr19_Group_235	chr19:32882020
Chr19_Group_236	chr19:33090271
Chr19_Group_237	chr19:33073431
Chr19_Group_238	chr19:33072077
Chr19_Group_239	chr19:33093252
Chr19_Group_240	chr19:33181484
Chr19_Group_241	chr19:33405275
Chr19_Group_243	chr19:33568800
Chr19_Group_245	chr19:33721455
Chr19_Group_246	chr19:33726810
Chr19_Group_247	chr19:33731551
Chr19_Group_248	chr19:33739726
Chr19_Group_249	chr19:33746656
Chr19_Group_250	chr19:33754548
Chr19_Group_251	chr19:33750393
Chr19_Group_252	chr19:33754671
Chr19_Group_254	chr19:33755439
Chr19_Group_255	chr19:33756610
Chr19_Group_256	chr19:33757062
Chr19_Group_257	chr19:33758109
Chr19_Group_258	chr19:33758601
Chr19_Group_260	chr19:33759961
Chr19_Group_261	chr19:33780444
Chr19_Group_262	chr19:33784657
Chr19_Group_263	chr19:33824946
Chr19_Group_264	chr19:33897934
Chr19_Group_265	chr19:33886354
Chr19_Group_266	chr19:33897561
Chr19_Group_267	chr19:33893008
Chr19_Group_268	chr19:33926013
Chr19_Group_270	chr19:34285368
Chr19_Group_271	chr19:34315173
Chr19_Group_272	chr19:34313835
Chr19_Group_273	chr19:35478373
Chr19_Group_276	chr19:35554265
Chr19_Group_277	chr19:35559474
Chr19_Group_278	chr19:35662022
Chr19_Group_279	chr19:35683995
Chr19_Group_280	chr19:35665648
Chr19_Group_282	chr19:35768051
Chr19_Group_283	chr19:35747663
Chr19_Group_285	chr19:35947890
Chr19_Group_286	chr19:38464262
Chr19_Group_287	chr19:38520324
Chr19_Group_289	chr19:38726076
Chr19_Group_290	chr19:38735613
Chr19_Group_291	chr19:38765660
Chr19_Group_292	chr19:38809738
Chr19_Group_294	chr19:38925079
Chr19_Group_295	chr19:38899999
Chr19_Group_296	chr19:39229959
Chr19_Group_297	chr19:39735285
Chr19_Group_298	chr19:39743165
Chr19_Group_299	chr19:40214889
Chr19_Group_303	chr19:40833470
Chr19_Group_304	chr19:40760449
Chr19_Group_305	chr19:40913539
Chr19_Group_306	chr19:41252610
Chr19_Group_308	chr19:41195170
Chr19_Group_309	chr19:41257046
Chr19_Group_310	chr19:41266479
Chr19_Group_311	chr19:41273384
Chr19_Group_312	chr19:41317324
Chr19_Group_313	chr19:41302706
Chr19_Group_315	chr19:41306650
Chr19_Group_316	chr19:41305138
Chr19_Group_317	chr19:41317179
Chr19_Group_318	chr19:41324180
Chr19_Group_320	chr19:41326426
Chr19_Group_321	chr19:41326518
Chr19_Group_322	chr19:41330179
Chr19_Group_323	chr19:41332171
Chr19_Group_324	chr19:41352879
Chr19_Group_325	chr19:41370657
Chr19_Group_326	chr19:41339896
Chr19_Group_327	chr19:41351949
Chr19_Group_328	chr19:41353818
Chr19_Group_17240393	chr19:17248458
Chr19_Group_330	chr19:41353338
Chr19_Group_331	chr19:41357457
Chr19_Group_332	chr19:41366928
Chr19_Group_333	chr19:41384675
Chr19_Group_334	chr19:41416887
Chr19_Group_335	chr19:41388740
Chr19_Group_336	chr19:41412192
Chr19_Group_338	chr19:41417727
Chr19_Group_340	chr19:41520941
Chr19_Group_341	chr19:41503724
Chr19_Group_346	chr19:41514040
Chr19_Group_352	chr19:41832231
Chr19_Group_353	chr19:41825191
Chr19_Group_354	chr19:41853021
Chr19_Group_355	chr19:41860296
Chr19_Group_356	chr19:41929723
Chr19_Group_357	chr19:41985587
Chr19_Group_358	chr19:42753034
Chr19_Group_359	chr19:43933725
Chr19_Group_360	chr19:44153100
Chr19_Group_361	chr19:44260929
Chr19_Group_362	chr19:44278781
Chr19_Group_363	chr19:44290895
Chr19_Group_364	chr19:44283232
Chr19_Group_367	chr19:44423570
Chr19_Group_368	chr19:44888276
Chr19_Group_369	chr19:45162038
Chr19_Group_370	chr19:45147340
Chr19_Group_371	chr19:45247627
Chr19_Group_372	chr19:45372329
Chr19_Group_373	chr19:45376284
Chr19_Group_374	chr19:45382034
Chr19_Group_375	chr19:45403216
Chr19_Group_376	chr19:45389596
Chr19_Group_377	chr19:45400220
Chr19_Group_379	chr19:45395266
Chr19_Group_380	chr19:45403412
Chr19_Group_381	chr19:45406673
Chr19_Group_383	chr19:45412079
Chr19_Group_384	chr19:45416459
Chr19_Group_385	chr19:45415640
Chr19_Group_386	chr19:45414451
Chr19_Group_387	chr19:45422553
Chr19_Group_388	chr19:45432557
Chr19_Group_389	chr19:45436216
Chr19_Group_390	chr19:45448465
Chr19_Group_391	chr19:45607130
Chr19_Group_392	chr19:45715841
Chr19_Group_394	chr19:45763663
Chr19_Group_395	chr19:45814908
Chr19_Group_396	chr19:45821183
Chr19_Group_398	chr19:46172278
Chr19_Group_399	chr19:46175046
Chr19_Group_400	chr19:46191178
Chr19_Group_401	chr19:46190268
Chr19_Group_402	chr19:46297676
Chr19_Group_403	chr19:46335183
Chr19_Group_404	chr19:46849806
Chr19_Group_405	chr19:47072395
Chr19_Group_406	chr19:47121846
Chr19_Group_407	chr19:47192616
Chr19_Group_408	chr19:47207654
Chr19_Group_409	chr19:47583052
Chr19_Group_410	chr19:47596131
Chr19_Group_411	chr19:47689921
Chr19_Group_412	chr19:47629264
Chr19_Group_10742170	chr19:10735181
Chr19_Group_414	chr19:48383708
Chr19_Group_415	chr19:48372195
Chr19_Group_417	chr19:49095278
Chr19_Group_21666210	chr19:21666210
Chr19_Group_420	chr19:49152955
Chr19_Group_421	chr19:49214235
Chr19_Group_425	chr19:49254504
Chr19_Group_426	chr19:49370310
Chr19_Group_427	chr19:49378245
Chr19_Group_428	chr19:49375525
Chr19_Group_429	chr19:49458262
Chr19_Group_431	chr19:49518484
Chr19_Group_433	chr19:49869051
Chr19_Group_434	chr19:50000009
Chr19_Group_435	chr19:50095310
Chr19_Group_436	chr19:50168871
Chr19_Group_437	chr19:50926742
Chr19_Group_438	chr19:51230733
Chr19_Group_439	chr19:51352937
Chr19_Group_440	chr19:51347329
Chr19_Group_442	chr19:51354397
Chr19_Group_443	chr19:51359610
Chr19_Group_444	chr19:51361298
Chr19_Group_445	chr19:51361382
Chr19_Group_446	chr19:51374123
Chr19_Group_447	chr19:51386614
Chr19_Group_448	chr19:51485622
Chr19_Group_449	chr19:51546852
Chr19_Group_450	chr19:51587643
Chr19_Group_451	chr19:51596136
Chr19_Group_452	chr19:51615155
Chr19_Group_453	chr19:51628147
Chr19_Group_454	chr19:51633660
Chr19_Group_455	chr19:51642784
Chr19_Group_456	chr19:51701891
Chr19_Group_457	chr19:51713365
Chr19_Group_458	chr19:51726613
Chr19_Group_459	chr19:51728219
Chr19_Group_460	chr19:51802140
Chr19_Group_461	chr19:51879034
Chr19_Group_10449358	chr19:10449358
Chr19_Group_463	chr19:52025247
Chr19_Group_464	chr19:52033206
Chr19_Group_465	chr19:52033158
Chr19_Group_466	chr19:52115645
Chr19_Group_467	chr19:52127949
Chr19_Group_469	chr19:52127744
Chr19_Group_470	chr19:52158316
Chr19_Group_471	chr19:52154905
Chr19_Group_472	chr19:52163948
Chr19_Group_473	chr19:52301063
Chr19_Group_11250139	chr19:11246223
Chr19_Group_476	chr19:52570018
Chr19_Group_477	chr19:53284135
Chr19_Group_478	chr19:53599256
Chr19_Group_479	chr19:54284689
Chr19_Group_480	chr19:54327040
Chr19_Group_481	chr19:54676811
Chr19_Group_482	chr19:54697079
Chr19_Group_1124835	chr19:1124433
Chr19_Group_18803172	chr19:18803172
Chr19_Group_486	chr19:54815577
Chr19_Group_487	chr19:54931983
Chr19_Group_489	chr19:55138232
Chr19_Group_490	chr19:55112396
Chr19_Group_491	chr19:55161522
Chr19_Group_492	chr19:55381632
Chr19_Group_493	chr19:55392646
Chr19_Group_494	chr19:55539996
Chr19_Group_495	chr19:55565634
Chr19_Group_496	chr19:55693469
Chr19_Group_497	chr19:55826754
Chr19_Group_498	chr19:56310228
Chr19_Group_499	chr19:56320663
Chr19_Group_500	chr19:57678194
Chr19_Group_501	chr19:58249643
Chr19_Group_503	chr19:58671267
Chr19_Group_504	chr19:58681861
Chr19_Group_505	chr19:58963530
Chr19_Group_10525181	chr19:10545377
Chr19_Group_10334725	chr19:10334725
Chr19_Group_534	chr19:18817903
Chr19_Group_546	chr19:41331209
Chr19_Group_549	chr19:41361808
Chr19_Group_2050823	chr19:2050823
Chr19_Group_566	chr19:49497155
Chr19_Group_95	chr19:10218030
Chr19_Group_413	chr19:47724564
Chr19_Group_17252974	chr19:17252974
Chr19_Group_11334295	chr19:11342391
Chr19_Group_13134501	chr19:13169457
Chr19_Group_2161321	chr19:2171464
Chr19_Group_23	chr19:2007911
Chr19_Group_17844942	chr19:17850352
Chr19_Group_17390291	chr19:17395847
Chr19_Group_462	chr19:51879994
Chr19_Group_19366632	chr19:19516154
Chr19_Group_19299079	chr19:19299079
Chr19_Group_10475652	chr19:10467810
Chr19_Group_475	chr19:52324216
Chr19_Group_1067822	chr19:1067822
Chr19_Group_10332988	chr19:10332988
Chr19_Group_483	chr19:54753543
Chr19_Group_484	chr19:54801052
Chr19_Group_7842669	chr19:7845202
Chr19_Group_11342703	chr19:11342703
Chr19_Group_16499569	chr19:16513701
Chr19_Group_8786913	chr19:8788555
Chr19_Group_10693628	chr19:10693628
Chr19_Group_8145928	chr19:8145928
Chr19_Group_1078303	chr19:1077137
Chr19_Group_19473445	chr19:19562784
Chr19_Group_11023434	chr19:11023434
Chr19_Group_12932269	chr19:12965237
Chr19_Group_8	chr19:1026477
Chr19_Group_18820308	chr19:18820308
Chr19_Group_8469738	chr19:8469738
Chr19_Group_18189568	chr19:18189568
Chr19_Group_18533642	chr19:18581958
Chr19_Group_418	chr19:49130947
Chr19_Group_16694610	chr19:16694610
Chr19_Group_7900562	chr19:7900562
Chr19_Group_19336608	chr19:19336608
Chr19_Group_8644031	chr19:8643095
Chr19_Group_13374913	chr19:13374913
Chr19_Group_18589943	chr19:18589943
Chr19_Group_18114000	chr19:18114000
Chr19_Group_10765819	chr19:10791737
Chr19_Group_18413061	chr19:18413061
Chr19_Group_13954571	chr19:13954571
Chr19_Group_13225486	chr19:13225486
Chr19_Group_17219105	chr19:17219105
Chr19_Group_8285730	chr19:8285730
Chr19_Group_13010520	chr19:13010520
Chr19_Group_11652720	chr19:11652720
Chr19_Group_10342013	chr19:10345780
Chr19_Group_1060487	chr19:1060487
Chr19_Group_14501544	chr19:14501544
Chr19_Group_17252041	chr19:17252041
Chr19_Group_8277713	chr19:8274717
Chr19_Group_1036018	chr19:1036018
Chr19_Group_13207284	chr19:13191724
Chr19_Group_18454825	chr19:18454825
Chr19_Group_18515741	chr19:18514667
Chr19_Group_16467759	chr19:16467759
Chr19_Group_13000550	chr19:13012400
Chr19_Group_1023867	chr19:1023867
Chr19_Group_13158277	chr19:13158277
Chr19_Group_10463118	chr19:10445419
Chr19_Group_12971933	chr19:12971933
Chr19_Group_11163601	chr19:11163601
Chr19_Group_11423703	chr19:11423703
Chr19_Group_8431581	chr19:8432388
Chr19_Group_1046520	chr19:1046520
Chr1_Group_1	chr1:894573
Chr1_Group_2	chr1:1287055
Chr1_Group_172140548	chr1:172163638
Chr1_Group_5	chr1:1247494
Chr1_Group_101744646	chr1:101744646
Chr1_Group_198598663	chr1:198632447
Chr1_Group_10	chr1:1894284
Chr1_Group_11	chr1:2069172
Chr1_Group_12	chr1:2146165
Chr1_Group_13	chr1:2233961
Chr1_Group_14	chr1:2252205
Chr1_Group_15	chr1:2245570
Chr1_Group_16	chr1:2389874
Chr1_Group_17	chr1:2605251
Chr1_Group_19	chr1:2510755
Chr1_Group_20	chr1:2980277
Chr1_Group_21	chr1:2996602
Chr1_Group_22	chr1:3083592
Chr1_Group_205752665	chr1:205752665
Chr1_Group_24	chr1:3103312
Chr1_Group_172675097	chr1:172675097
Chr1_Group_26	chr1:3255539
Chr1_Group_159174683	chr1:159346787
Chr1_Group_28	chr1:3706507
Chr1_Group_29	chr1:4183006
Chr1_Group_30	chr1:4193551
Chr1_Group_31	chr1:4449204
Chr1_Group_200101920	chr1:200101920
Chr1_Group_33	chr1:4668670
Chr1_Group_34	chr1:6149122
Chr1_Group_120209755	chr1:120209755
Chr1_Group_36	chr1:6289596
Chr1_Group_38	chr1:6296238
Chr1_Group_39	chr1:6683240
Chr1_Group_40	chr1:7092782
Chr1_Group_41	chr1:7487277
Chr1_Group_43	chr1:7794289
Chr1_Group_44	chr1:7879063
Chr1_Group_45	chr1:7836659
Chr1_Group_46	chr1:7961206
Chr1_Group_110770223	chr1:110770223
Chr1_Group_49	chr1:8207579
Chr1_Group_50	chr1:8233270
Chr1_Group_172331059	chr1:172344250
Chr1_Group_52	chr1:8490603
Chr1_Group_53	chr1:8561982
Chr1_Group_54	chr1:8688212
Chr1_Group_55	chr1:8654764
Chr1_Group_56	chr1:8915379
Chr1_Group_57	chr1:8978514
Chr1_Group_58	chr1:9011627
Chr1_Group_60	chr1:9037273
Chr1_Group_61	chr1:9241839
Chr1_Group_62	chr1:9304943
Chr1_Group_185391167	chr1:185391167
Chr1_Group_64	chr1:9341786
Chr1_Group_65	chr1:9355472
Chr1_Group_66	chr1:9408959
Chr1_Group_67	chr1:9441949
Chr1_Group_68	chr1:9712514
Chr1_Group_70	chr1:10357806
Chr1_Group_73	chr1:10311877
Chr1_Group_152506444	chr1:152512948
Chr1_Group_81	chr1:11824133
Chr1_Group_355	chr1:66991346
Chr1_Group_162220118	chr1:162216441
Chr1_Group_87	chr1:11906821
Chr1_Group_171356249	chr1:171356249
Chr1_Group_90	chr1:11918444
Chr1_Group_160464911	chr1:160464911
Chr1_Group_99	chr1:12046063
Chr1_Group_101	chr1:12099345
Chr1_Group_103	chr1:12175658
Chr1_Group_104	chr1:12614848
Chr1_Group_105	chr1:15763340
Chr1_Group_106	chr1:15776311
Chr1_Group_107	chr1:15864114
Chr1_Group_108	chr1:15796055
Chr1_Group_109	chr1:15851090
Chr1_Group_112	chr1:16087260
Chr1_Group_113	chr1:16299312
Chr1_Group_114	chr1:16341649
Chr1_Group_115	chr1:16505320
Chr1_Group_117	chr1:17308158
Chr1_Group_118	chr1:17319175
Chr1_Group_120264823	chr1:120264823
Chr1_Group_120	chr1:17673633
Chr1_Group_121	chr1:17733449
Chr1_Group_122	chr1:17720162
Chr1_Group_123	chr1:18807339
Chr1_Group_124	chr1:18976325
Chr1_Group_125	chr1:19765518
Chr1_Group_127	chr1:19861106
Chr1_Group_128	chr1:19843354
Chr1_Group_129	chr1:19989205
Chr1_Group_130	chr1:20140036
Chr1_Group_131	chr1:20142866
Chr1_Group_132	chr1:20199791
Chr1_Group_1046	chr1:214150821
Chr1_Group_134	chr1:20306146
Chr1_Group_135	chr1:20390322
Chr1_Group_137	chr1:20929529
Chr1_Group_138	chr1:20877812
Chr1_Group_139	chr1:20916238
Chr1_Group_140	chr1:21410231
Chr1_Group_141	chr1:21477033
Chr1_Group_142	chr1:21583311
Chr1_Group_143	chr1:21794872
Chr1_Group_111962256	chr1:111954607
Chr1_Group_145	chr1:21890386
Chr1_Group_119875730	chr1:119875730
Chr1_Group_192893075	chr1:192893075
Chr1_Group_148	chr1:21904529
Chr1_Group_150	chr1:22000129
Chr1_Group_151	chr1:22014471
Chr1_Group_152	chr1:22457691
Chr1_Group_11899033	chr1:11899033
Chr1_Group_155	chr1:22536643
Chr1_Group_156	chr1:22594695
Chr1_Group_157	chr1:22587728
Chr1_Group_158	chr1:22935518
Chr1_Group_159	chr1:22653595
Chr1_Group_160	chr1:22696919
Chr1_Group_161	chr1:22702858
Chr1_Group_162	chr1:22895820
Chr1_Group_27	chr1:3325912
Chr1_Group_164	chr1:23046887
Chr1_Group_165	chr1:23061551
Chr1_Group_166	chr1:23520843
Chr1_Group_167	chr1:23710475
Chr1_Group_112392360	chr1:112402691
Chr1_Group_170	chr1:23845696
Chr1_Group_171	chr1:23943735
Chr1_Group_172	chr1:24176550
Chr1_Group_173	chr1:24083649
Chr1_Group_174	chr1:24518643
Chr1_Group_175	chr1:24518206
Chr1_Group_176	chr1:25037290
Chr1_Group_177	chr1:25241056
Chr1_Group_178	chr1:25251923
Chr1_Group_179	chr1:25298330
Chr1_Group_158638260	chr1:158637994
Chr1_Group_181	chr1:25466629
Chr1_Group_183	chr1:25469913
Chr1_Group_184	chr1:25498175
Chr1_Group_185	chr1:25584976
Chr1_Group_186	chr1:25649018
Chr1_Group_187	chr1:25570081
Chr1_Group_188	chr1:25725259
Chr1_Group_113189053	chr1:113202798
Chr1_Group_190	chr1:25732548
Chr1_Group_191	chr1:25877492
Chr1_Group_108366016	chr1:108351274
Chr1_Group_172189889	chr1:172204942
Chr1_Group_194	chr1:26601570
Chr1_Group_145727683	chr1:145727683
Chr1_Group_196	chr1:26741544
Chr1_Group_197	chr1:26872832
Chr1_Group_198	chr1:27211794
Chr1_Group_199	chr1:27019131
Chr1_Group_200	chr1:27121930
Chr1_Group_201	chr1:27273729
Chr1_Group_202	chr1:27104612
Chr1_Group_11915467	chr1:11918324
Chr1_Group_206	chr1:28186506
Chr1_Group_207	chr1:28313269
Chr1_Group_208	chr1:29203907
Chr1_Group_209	chr1:30433085
Chr1_Group_210	chr1:31045509
Chr1_Group_211	chr1:31241886
Chr1_Group_172853460	chr1:172853293
Chr1_Group_213	chr1:32047632
Chr1_Group_214	chr1:32062066
Chr1_Group_215	chr1:32119721
Chr1_Group_199985368	chr1:199985368
Chr1_Group_1060	chr1:218985374
Chr1_Group_218	chr1:33538964
Chr1_Group_219	chr1:35681738
Chr1_Group_221	chr1:35908451
Chr1_Group_198594782	chr1:198595137
Chr1_Group_223	chr1:36571920
Chr1_Group_153827552	chr1:153977326
Chr1_Group_225	chr1:36947888
Chr1_Group_118849762	chr1:118866867
Chr1_Group_157668390	chr1:157669603
Chr1_Group_230	chr1:37251278
Chr1_Group_231	chr1:37752707
Chr1_Group_158578920	chr1:158591531
Chr1_Group_233	chr1:37939173
Chr1_Group_234	chr1:38089271
Chr1_Group_235	chr1:38092723
Chr1_Group_236	chr1:38278579
Chr1_Group_192536813	chr1:192538917
Chr1_Group_154282222	chr1:154282222
Chr1_Group_239	chr1:38411445
Chr1_Group_240	chr1:38633879
Chr1_Group_241	chr1:39339682
Chr1_Group_196886770	chr1:196793295
Chr1_Group_244	chr1:39810713
Chr1_Group_200874229	chr1:200917268
Chr1_Group_247	chr1:40212878
Chr1_Group_248	chr1:40395195
Chr1_Group_249	chr1:41380440
Chr1_Group_250	chr1:41621354
Chr1_Group_251	chr1:41609904
Chr1_Group_252	chr1:41745770
Chr1_Group_253	chr1:41790367
Chr1_Group_254	chr1:41842138
Chr1_Group_255	chr1:41837173
Chr1_Group_151759104	chr1:151763576
Chr1_Group_257	chr1:42296260
Chr1_Group_258	chr1:42371414
Chr1_Group_259	chr1:43428757
Chr1_Group_260	chr1:43840982
Chr1_Group_261	chr1:44106405
Chr1_Group_262	chr1:44203306
Chr1_Group_263	chr1:44372425
Chr1_Group_265	chr1:45012273
Chr1_Group_266	chr1:45847562
Chr1_Group_267	chr1:45810865
Chr1_Group_269	chr1:45978675
Chr1_Group_270	chr1:46262880
Chr1_Group_271	chr1:46115597
Chr1_Group_272	chr1:46505147
Chr1_Group_273	chr1:46600917
Chr1_Group_274	chr1:46747301
Chr1_Group_275	chr1:46990457
Chr1_Group_162304276	chr1:162304276
Chr1_Group_277	chr1:47368076
Chr1_Group_202909974	chr1:202909974
Chr1_Group_280	chr1:47854514
Chr1_Group_281	chr1:47952274
Chr1_Group_203034906	chr1:203034906
Chr1_Group_47	chr1:8086305
Chr1_Group_284	chr1:51268796
Chr1_Group_285	chr1:51193848
Chr1_Group_286	chr1:51041794
Chr1_Group_287	chr1:51368830
Chr1_Group_183843104	chr1:183843104
Chr1_Group_289	chr1:51801735
Chr1_Group_290	chr1:53330458
Chr1_Group_291	chr1:53259950
Chr1_Group_152168740	chr1:152168740
Chr1_Group_293	chr1:53695882
Chr1_Group_294	chr1:54111733
Chr1_Group_154831143	chr1:154831143
Chr1_Group_296	chr1:54197688
Chr1_Group_297	chr1:54375570
Chr1_Group_298	chr1:54735741
Chr1_Group_300	chr1:54992939
Chr1_Group_301	chr1:55496039
Chr1_Group_302	chr1:55499156
Chr1_Group_119501103	chr1:119499128
Chr1_Group_304	chr1:55505647
Chr1_Group_305	chr1:55529187
Chr1_Group_306	chr1:55584844
Chr1_Group_173191475	chr1:173221665
Chr1_Group_308	chr1:56116505
Chr1_Group_309	chr1:56179614
Chr1_Group_311	chr1:56292603
Chr1_Group_312	chr1:56606902
Chr1_Group_197310777	chr1:197310777
Chr1_Group_314	chr1:56905899
Chr1_Group_315	chr1:56907720
Chr1_Group_316	chr1:56977174
Chr1_Group_317	chr1:57003476
Chr1_Group_318	chr1:57407484
Chr1_Group_1077	chr1:222164948
Chr1_Group_320	chr1:57422484
Chr1_Group_321	chr1:59483320
Chr1_Group_322	chr1:59561367
Chr1_Group_323	chr1:59650149
Chr1_Group_325	chr1:61041875
Chr1_Group_326	chr1:61341632
Chr1_Group_327	chr1:61620496
Chr1_Group_329	chr1:61885822
Chr1_Group_330	chr1:62114402
Chr1_Group_331	chr1:62594677
Chr1_Group_332	chr1:62579891
Chr1_Group_333	chr1:62782860
Chr1_Group_334	chr1:63034943
Chr1_Group_335	chr1:63191777
Chr1_Group_336	chr1:63199936
Chr1_Group_337	chr1:64127468
Chr1_Group_338	chr1:65229299
Chr1_Group_340	chr1:65209111
Chr1_Group_342	chr1:65423447
Chr1_Group_343	chr1:65314212
Chr1_Group_344	chr1:65816567
Chr1_Group_205031769	chr1:205031315
Chr1_Group_346	chr1:65952116
Chr1_Group_145723739	chr1:145723692
Chr1_Group_349	chr1:65979280
Chr1_Group_350	chr1:66050997
Chr1_Group_351	chr1:66058801
Chr1_Group_352	chr1:66121861
Chr1_Group_353	chr1:66123827
Chr1_Group_354	chr1:66171001
Chr1_Group_172241251	chr1:172241251
Chr1_Group_356	chr1:67011986
Chr1_Group_357	chr1:67418027
Chr1_Group_358	chr1:67597548
Chr1_Group_359	chr1:67627828
Chr1_Group_360	chr1:67600686
Chr1_Group_361	chr1:67648596
Chr1_Group_161190250	chr1:161195368
Chr1_Group_363	chr1:67697937
Chr1_Group_364	chr1:67716947
Chr1_Group_169660781	chr1:169660781
Chr1_Group_368	chr1:67747415
Chr1_Group_369	chr1:67756824
Chr1_Group_370	chr1:67805396
Chr1_Group_371	chr1:67822377
Chr1_Group_372	chr1:68051230
Chr1_Group_373	chr1:68165693
Chr1_Group_374	chr1:68635232
Chr1_Group_375	chr1:68647716
Chr1_Group_376	chr1:68656697
Chr1_Group_377	chr1:68657510
Chr1_Group_378	chr1:68848681
Chr1_Group_379	chr1:69299722
Chr1_Group_381	chr1:69788482
Chr1_Group_382	chr1:70335682
Chr1_Group_383	chr1:70995562
Chr1_Group_384	chr1:71667054
Chr1_Group_385	chr1:71801039
Chr1_Group_386	chr1:72105376
Chr1_Group_387	chr1:72114787
Chr1_Group_388	chr1:72153088
Chr1_Group_390	chr1:72597496
Chr1_Group_391	chr1:72563583
Chr1_Group_392	chr1:72588119
Chr1_Group_394	chr1:72562478
Chr1_Group_395	chr1:72632885
Chr1_Group_396	chr1:72634912
Chr1_Group_397	chr1:72797181
Chr1_Group_398	chr1:72735458
Chr1_Group_399	chr1:72794337
Chr1_Group_108743059	chr1:108743996
Chr1_Group_404	chr1:73615892
Chr1_Group_405	chr1:73278615
Chr1_Group_406	chr1:73824512
Chr1_Group_407	chr1:73796637
Chr1_Group_408	chr1:74161795
Chr1_Group_409	chr1:74995462
Chr1_Group_410	chr1:75235317
Chr1_Group_412	chr1:76161502
Chr1_Group_415	chr1:77706815
Chr1_Group_416	chr1:77726241
Chr1_Group_417	chr1:77819015
Chr1_Group_418	chr1:77967507
Chr1_Group_419	chr1:78334026
Chr1_Group_159062436	chr1:159034206
Chr1_Group_421	chr1:78450517
Chr1_Group_422	chr1:78564196
Chr1_Group_159519143	chr1:159519143
Chr1_Group_202187176	chr1:202183109
Chr1_Group_425	chr1:78825912
Chr1_Group_426	chr1:79093949
Chr1_Group_427	chr1:79238015
Chr1_Group_428	chr1:79639109
Chr1_Group_429	chr1:80246020
Chr1_Group_430	chr1:82237577
Chr1_Group_431	chr1:82944571
Chr1_Group_432	chr1:82943781
Chr1_Group_433	chr1:85318584
Chr1_Group_434	chr1:85897570
Chr1_Group_435	chr1:85819872
Chr1_Group_436	chr1:86487914
Chr1_Group_437	chr1:87745609
Chr1_Group_438	chr1:87779217
Chr1_Group_156869047	chr1:156869380
Chr1_Group_440	chr1:88064857
